,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
4066,18-02-2017,Saturday,48,53,21,14,87,promotion
4067,19-02-2017,Sunday,29,59,62,15,72,promotion
4068,20-02-2017,Monday,16,7,103,12,43,none
4069,21-02-2017,Tuesday,3,17,6,73,24,none
4070,22-02-2017,Wednesday,37,51,50,38,89,promotion
4071,23-02-2017,Thursday,8,51,70,18,98,promotion
4072,24-02-2017,Friday,18,8,118,19,87,promotion
4073,25-02-2017,Saturday,32,24,81,53,5,none
4074,26-02-2017,Sunday,44,21,77,17,38,none
4075,27-02-2017,Monday,42,3,23,48,34,none
4076,28-02-2017,Tuesday,16,58,117,31,46,promotion
4077,01-03-2017,Wednesday,29,32,51,66,41,promotion
4078,02-03-2017,Thursday,43,27,80,19,37,promotion
4079,03-03-2017,Friday,32,47,40,49,22,none
4080,04-03-2017,Saturday,23,7,69,56,93,promotion
4081,05-03-2017,Sunday,24,43,40,61,41,promotion
4082,06-03-2017,Monday,5,14,18,36,61,none
4083,07-03-2017,Tuesday,1,49,49,25,91,promotion
4084,08-03-2017,Wednesday,18,59,96,72,6,promotion
4085,09-03-2017,Thursday,7,51,27,13,82,none
4086,10-03-2017,Friday,5,31,30,74,76,promotion
4087,11-03-2017,Saturday,12,39,12,21,6,none
4088,12-03-2017,Sunday,33,44,103,49,88,promotion
4089,13-03-2017,Monday,17,57,66,7,48,none
4090,14-03-2017,Tuesday,3,38,115,20,30,promotion
4091,15-03-2017,Wednesday,11,46,30,16,2,none
4092,16-03-2017,Thursday,40,49,47,18,53,promotion
4093,17-03-2017,Friday,39,34,108,63,26,promotion
4094,18-03-2017,Saturday,40,24,49,59,56,promotion
4095,19-03-2017,Sunday,1,5,103,13,37,none
4096,20-03-2017,Monday,10,9,52,51,88,promotion
4097,21-03-2017,Tuesday,12,17,4,8,91,none
4098,22-03-2017,Wednesday,45,55,82,24,3,promotion
4099,23-03-2017,Thursday,18,2,63,21,26,none
4100,24-03-2017,Friday,37,52,82,68,77,promotion
4101,25-03-2017,Saturday,42,46,5,57,59,promotion
4102,26-03-2017,Sunday,48,17,83,39,53,promotion
4103,27-03-2017,Monday,6,39,82,6,53,none
4104,28-03-2017,Tuesday,42,49,99,46,23,promotion
4105,29-03-2017,Wednesday,49,59,68,41,76,promotion
4106,30-03-2017,Thursday,39,5,30,1,98,none
4107,31-03-2017,Friday,37,52,50,46,56,promotion
4108,01-04-2017,Saturday,5,27,114,26,22,none
4109,02-04-2017,Sunday,12,45,20,46,59,none
4110,03-04-2017,Monday,40,12,47,62,34,none
4111,04-04-2017,Tuesday,30,6,83,54,56,promotion
4112,05-04-2017,Wednesday,44,53,40,36,59,promotion
4113,06-04-2017,Thursday,46,39,75,12,89,promotion
4114,07-04-2017,Friday,12,44,94,15,35,none
4115,08-04-2017,Saturday,43,31,73,36,9,none
4116,09-04-2017,Sunday,33,25,41,25,63,none
4117,10-04-2017,Monday,2,12,89,37,9,none
4118,11-04-2017,Tuesday,45,46,99,24,39,promotion
4119,12-04-2017,Wednesday,48,18,111,19,97,promotion
4120,13-04-2017,Thursday,35,38,60,22,78,promotion
4121,14-04-2017,Friday,43,6,86,14,36,none
4122,15-04-2017,Saturday,43,56,111,66,31,promotion
4123,16-04-2017,Sunday,45,27,6,45,74,none
4124,17-04-2017,Monday,11,26,69,14,21,none
4125,18-04-2017,Tuesday,43,14,37,47,81,promotion
4126,19-04-2017,Wednesday,41,21,40,65,16,none
4127,20-04-2017,Thursday,47,5,119,19,89,promotion
4128,21-04-2017,Friday,40,16,86,59,52,promotion
4129,22-04-2017,Saturday,16,58,37,41,94,promotion
4130,23-04-2017,Sunday,46,36,47,59,81,promotion
4131,24-04-2017,Monday,27,59,77,8,11,none
4132,25-04-2017,Tuesday,42,41,78,39,69,promotion
4133,26-04-2017,Wednesday,41,3,68,11,21,none
4134,27-04-2017,Thursday,45,8,46,56,89,promotion
4135,28-04-2017,Friday,49,11,41,52,88,promotion
4136,29-04-2017,Saturday,17,28,36,44,46,none
4137,30-04-2017,Sunday,44,14,106,27,30,promotion
4138,01-05-2017,Monday,29,13,104,72,44,promotion
4139,02-05-2017,Tuesday,1,36,57,31,52,none
4140,03-05-2017,Wednesday,45,12,115,47,22,promotion
4141,04-05-2017,Thursday,3,1,31,56,75,none
4142,05-05-2017,Friday,23,37,43,42,3,none
4143,06-05-2017,Saturday,25,31,82,25,70,promotion
4144,07-05-2017,Sunday,45,7,92,35,73,promotion
4145,08-05-2017,Monday,20,32,68,60,23,promotion
4146,09-05-2017,Tuesday,31,49,27,43,99,promotion
4147,10-05-2017,Wednesday,14,43,12,8,46,none
4148,11-05-2017,Thursday,8,55,43,25,97,promotion
4149,12-05-2017,Friday,20,53,76,16,44,promotion
4150,13-05-2017,Saturday,36,40,20,62,68,promotion
4151,14-05-2017,Sunday,30,2,116,44,31,promotion
4152,15-05-2017,Monday,21,18,86,40,43,promotion
4153,16-05-2017,Tuesday,9,42,4,19,45,none
4154,17-05-2017,Wednesday,11,35,101,64,34,promotion
4155,18-05-2017,Thursday,42,2,53,46,48,none
4156,19-05-2017,Friday,35,39,22,37,50,none
4157,20-05-2017,Saturday,47,17,106,61,34,promotion
4158,21-05-2017,Sunday,12,13,114,39,41,promotion
4159,22-05-2017,Monday,9,1,109,32,10,none
4160,23-05-2017,Tuesday,22,53,104,21,2,promotion
4161,24-05-2017,Wednesday,5,23,91,15,48,none
4162,25-05-2017,Thursday,48,33,110,40,21,promotion
4163,26-05-2017,Friday,8,17,94,70,7,none
4164,27-05-2017,Saturday,22,28,82,23,76,promotion
4165,28-05-2017,Sunday,23,54,14,13,36,none
4166,29-05-2017,Monday,7,35,63,66,37,promotion
4167,30-05-2017,Tuesday,20,25,66,39,2,none
4168,31-05-2017,Wednesday,44,35,119,24,44,promotion
4169,01-06-2017,Thursday,7,3,22,19,70,none
4170,02-06-2017,Friday,33,31,76,28,63,promotion
4171,03-06-2017,Saturday,38,31,85,49,84,promotion
4172,04-06-2017,Sunday,23,6,74,53,92,promotion
4173,05-06-2017,Monday,42,49,12,53,3,none
4174,06-06-2017,Tuesday,22,25,8,30,26,none
4175,07-06-2017,Wednesday,12,7,29,24,66,none
4176,08-06-2017,Thursday,44,14,16,69,66,promotion
4177,09-06-2017,Friday,4,18,102,21,14,none
4178,10-06-2017,Saturday,33,38,92,48,77,promotion
4179,11-06-2017,Sunday,30,19,22,63,56,none
4180,12-06-2017,Monday,22,20,26,6,12,none
4181,13-06-2017,Tuesday,18,3,89,48,20,none
4182,14-06-2017,Wednesday,6,57,103,3,84,promotion
4183,15-06-2017,Thursday,48,24,74,20,1,none
4184,16-06-2017,Friday,28,18,74,30,50,none
4185,17-06-2017,Saturday,2,33,34,18,44,none
4186,18-06-2017,Sunday,34,34,77,50,17,promotion
4187,19-06-2017,Monday,41,44,2,58,34,none
4188,20-06-2017,Tuesday,44,52,93,63,84,promotion
4189,21-06-2017,Wednesday,40,19,104,11,26,none
4190,22-06-2017,Thursday,44,43,110,20,68,promotion
4191,23-06-2017,Friday,38,34,37,63,67,promotion
4192,24-06-2017,Saturday,31,9,93,29,7,none
4193,25-06-2017,Sunday,19,42,36,39,52,none
4194,26-06-2017,Monday,16,13,44,17,74,none
4195,27-06-2017,Tuesday,46,46,68,41,1,promotion
4196,28-06-2017,Wednesday,41,2,29,3,80,none
4197,29-06-2017,Thursday,30,30,10,13,71,none
4198,30-06-2017,Friday,5,58,36,67,31,none
4199,01-07-2017,Saturday,49,47,7,17,20,none
4200,02-07-2017,Sunday,43,13,16,40,19,none
4201,03-07-2017,Monday,21,1,119,10,66,promotion
4202,04-07-2017,Tuesday,17,34,88,26,86,promotion
4203,05-07-2017,Wednesday,22,27,82,49,31,promotion
4204,06-07-2017,Thursday,3,44,103,51,35,promotion
4205,07-07-2017,Friday,21,40,90,47,18,promotion
4206,08-07-2017,Saturday,46,57,7,10,1,none
4207,09-07-2017,Sunday,25,31,82,63,86,promotion
4208,10-07-2017,Monday,44,24,104,8,30,promotion
4209,11-07-2017,Tuesday,21,41,86,14,51,promotion
4210,12-07-2017,Wednesday,46,23,76,27,1,none
4211,13-07-2017,Thursday,16,13,26,67,30,none
4212,14-07-2017,Friday,34,3,41,11,1,none
4213,15-07-2017,Saturday,25,26,8,56,62,none
4214,16-07-2017,Sunday,25,59,109,2,79,promotion
4215,17-07-2017,Monday,41,17,28,72,53,promotion
4216,18-07-2017,Tuesday,28,34,110,50,87,promotion
4217,19-07-2017,Wednesday,4,21,11,14,21,none
4218,20-07-2017,Thursday,20,52,42,44,49,promotion
4219,21-07-2017,Friday,13,52,77,51,30,promotion
4220,22-07-2017,Saturday,45,15,64,36,15,none
4221,23-07-2017,Sunday,11,6,91,56,51,promotion
4222,24-07-2017,Monday,10,32,75,53,85,promotion
4223,25-07-2017,Tuesday,29,48,101,27,24,promotion
4224,26-07-2017,Wednesday,47,17,38,16,36,none
4225,27-07-2017,Thursday,32,1,97,42,77,promotion
4226,28-07-2017,Friday,24,48,6,50,44,none
4227,29-07-2017,Saturday,14,59,58,26,54,promotion
4228,30-07-2017,Sunday,6,47,58,10,30,none
4229,31-07-2017,Monday,46,23,74,44,3,none
4230,01-08-2017,Tuesday,41,19,91,66,50,promotion
4231,02-08-2017,Wednesday,8,36,44,42,71,promotion
4232,03-08-2017,Thursday,42,29,39,18,57,none
4233,04-08-2017,Friday,47,12,89,37,50,promotion
4234,05-08-2017,Saturday,17,39,5,32,62,none
4235,06-08-2017,Sunday,40,10,75,9,46,none
4236,07-08-2017,Monday,36,2,95,48,52,promotion
4237,08-08-2017,Tuesday,43,16,90,62,31,promotion
4238,09-08-2017,Wednesday,29,36,54,52,52,promotion
4239,10-08-2017,Thursday,18,21,48,70,39,none
4240,11-08-2017,Friday,38,27,33,66,5,none
4241,12-08-2017,Saturday,2,45,28,9,34,none
4242,13-08-2017,Sunday,18,13,90,3,29,none
4243,14-08-2017,Monday,31,48,28,20,63,none
4244,15-08-2017,Tuesday,35,42,3,57,89,promotion
4245,16-08-2017,Wednesday,4,43,63,22,42,none
4246,17-08-2017,Thursday,34,16,62,48,56,promotion
4247,18-08-2017,Friday,44,53,15,49,68,promotion
4248,19-08-2017,Saturday,26,6,108,74,18,promotion
4249,20-08-2017,Sunday,2,22,66,71,46,promotion
4250,21-08-2017,Monday,35,29,2,33,6,none
4251,22-08-2017,Tuesday,40,39,9,66,98,promotion
4252,23-08-2017,Wednesday,41,8,104,44,75,promotion
4253,24-08-2017,Thursday,19,20,57,52,1,none
4254,25-08-2017,Friday,42,7,55,29,34,none
4255,26-08-2017,Saturday,22,13,28,71,83,promotion
4256,27-08-2017,Sunday,48,10,61,65,67,promotion
4257,28-08-2017,Monday,29,27,58,58,4,none
4258,29-08-2017,Tuesday,2,21,9,54,20,none
4259,30-08-2017,Wednesday,42,39,22,21,92,promotion
4260,31-08-2017,Thursday,39,37,2,62,19,none
4261,01-09-2017,Friday,13,55,62,66,41,promotion
4262,02-09-2017,Saturday,16,32,5,58,92,promotion
4263,03-09-2017,Sunday,29,42,18,19,59,none
4264,04-09-2017,Monday,26,21,4,34,5,none
4265,05-09-2017,Tuesday,23,17,31,67,13,none
4266,06-09-2017,Wednesday,28,33,45,2,18,none
4267,07-09-2017,Thursday,14,28,51,5,22,none
4268,08-09-2017,Friday,34,13,88,36,52,promotion
4269,09-09-2017,Saturday,15,32,81,4,95,promotion
4270,10-09-2017,Sunday,9,48,90,12,11,none
4271,11-09-2017,Monday,5,52,92,54,58,promotion
4272,12-09-2017,Tuesday,47,39,16,42,42,none
4273,13-09-2017,Wednesday,22,37,25,31,61,none
4274,14-09-2017,Thursday,46,50,2,15,21,none
4275,15-09-2017,Friday,29,24,116,15,86,promotion
4276,16-09-2017,Saturday,23,19,53,49,73,promotion
4277,17-09-2017,Sunday,15,27,11,8,51,none
4278,18-09-2017,Monday,1,52,74,55,18,none
4279,19-09-2017,Tuesday,38,49,46,67,6,promotion
4280,20-09-2017,Wednesday,10,14,74,13,15,none
4281,21-09-2017,Thursday,34,54,2,55,37,none
4282,22-09-2017,Friday,41,31,75,45,82,promotion
4283,23-09-2017,Saturday,41,56,42,47,24,promotion
4284,24-09-2017,Sunday,8,53,107,69,56,promotion
4285,25-09-2017,Monday,27,16,30,28,23,none
4286,26-09-2017,Tuesday,30,3,83,32,94,promotion
4287,27-09-2017,Wednesday,18,12,77,45,18,none
4288,28-09-2017,Thursday,11,5,65,1,84,none
4289,29-09-2017,Friday,44,8,60,11,8,none
4290,30-09-2017,Saturday,34,18,94,74,2,promotion
4291,01-10-2017,Sunday,2,20,67,23,48,none
4292,02-10-2017,Monday,39,1,70,58,87,promotion
4293,03-10-2017,Tuesday,20,29,17,7,10,none
4294,04-10-2017,Wednesday,30,37,15,53,9,none
4295,05-10-2017,Thursday,7,56,11,37,84,none
4296,06-10-2017,Friday,6,40,5,72,64,none
4297,07-10-2017,Saturday,5,47,63,44,26,none
4298,08-10-2017,Sunday,3,59,7,3,52,none
4299,09-10-2017,Monday,41,16,109,6,86,promotion
4300,10-10-2017,Tuesday,41,35,24,41,27,none
4301,11-10-2017,Wednesday,17,7,86,50,12,none
4302,12-10-2017,Thursday,8,46,5,12,15,none
4303,13-10-2017,Friday,41,36,56,64,30,promotion
4304,14-10-2017,Saturday,25,54,105,11,51,promotion
4305,15-10-2017,Sunday,24,9,2,11,45,none
4306,16-10-2017,Monday,23,14,80,41,83,promotion
4307,17-10-2017,Tuesday,42,16,78,36,95,promotion
4308,18-10-2017,Wednesday,7,16,44,13,98,none
4309,19-10-2017,Thursday,15,51,115,42,21,promotion
4310,20-10-2017,Friday,40,45,42,56,35,promotion
4311,21-10-2017,Saturday,25,28,49,36,35,none
4312,22-10-2017,Sunday,32,20,95,17,31,none
4313,23-10-2017,Monday,21,1,105,1,48,none
4314,24-10-2017,Tuesday,19,11,100,29,62,promotion
4315,25-10-2017,Wednesday,36,11,78,49,86,promotion
4316,26-10-2017,Thursday,33,54,92,24,6,promotion
4317,27-10-2017,Friday,21,47,40,39,72,promotion
4318,28-10-2017,Saturday,25,33,77,35,65,promotion
4319,29-10-2017,Sunday,33,5,42,2,98,none
4320,30-10-2017,Monday,28,4,7,59,45,none
4321,31-10-2017,Tuesday,45,41,41,57,9,none
4322,01-11-2017,Wednesday,37,10,18,47,69,none
4323,02-11-2017,Thursday,19,56,38,4,42,none
4324,03-11-2017,Friday,23,1,3,41,22,none
4325,04-11-2017,Saturday,35,36,61,13,19,none
4326,05-11-2017,Sunday,32,29,107,22,98,promotion
4327,06-11-2017,Monday,19,31,68,65,36,promotion
4328,07-11-2017,Tuesday,15,58,45,60,24,promotion
4329,08-11-2017,Wednesday,8,18,43,20,96,none
4330,09-11-2017,Thursday,12,6,77,46,86,promotion
4331,10-11-2017,Friday,11,34,89,1,43,none
4332,11-11-2017,Saturday,39,55,111,19,46,promotion
4333,12-11-2017,Sunday,42,44,78,64,81,promotion
4334,13-11-2017,Monday,23,46,4,56,61,none
4335,14-11-2017,Tuesday,1,6,42,26,89,none
4336,15-11-2017,Wednesday,35,25,83,50,95,promotion
4337,16-11-2017,Thursday,18,48,117,6,56,promotion
4338,17-11-2017,Friday,43,22,86,9,77,promotion
4339,18-11-2017,Saturday,7,14,104,67,51,promotion
4340,19-11-2017,Sunday,4,24,102,72,69,promotion
4341,20-11-2017,Monday,41,35,60,59,26,promotion
4342,21-11-2017,Tuesday,28,30,92,34,24,promotion
4343,22-11-2017,Wednesday,13,12,14,23,14,none
4344,23-11-2017,Thursday,40,12,24,10,5,none
4345,24-11-2017,Friday,22,22,117,55,92,promotion
4346,25-11-2017,Saturday,26,28,79,70,49,promotion
4347,26-11-2017,Sunday,1,59,82,72,55,promotion
4348,27-11-2017,Monday,44,46,89,10,48,promotion
4349,28-11-2017,Tuesday,35,44,99,2,43,promotion
4350,29-11-2017,Wednesday,2,3,15,38,52,none
4351,30-11-2017,Thursday,49,42,5,57,51,promotion
4352,01-12-2017,Friday,44,8,31,62,64,promotion
4353,02-12-2017,Saturday,38,16,93,55,54,promotion
4354,03-12-2017,Sunday,47,1,54,32,74,promotion
4355,04-12-2017,Monday,44,31,99,69,25,promotion
4356,05-12-2017,Tuesday,26,48,82,73,45,promotion
4357,06-12-2017,Wednesday,24,43,34,1,40,none
4358,07-12-2017,Thursday,43,39,75,12,72,promotion
4359,08-12-2017,Friday,5,50,35,18,40,none
4360,09-12-2017,Saturday,8,13,63,42,3,none
4361,10-12-2017,Sunday,30,17,58,40,23,none
4362,11-12-2017,Monday,2,30,22,54,20,none
4363,12-12-2017,Tuesday,24,24,82,12,86,promotion
4364,13-12-2017,Wednesday,24,8,69,34,85,promotion
4365,14-12-2017,Thursday,25,47,15,62,81,promotion
4366,15-12-2017,Friday,26,5,97,38,16,none
4367,16-12-2017,Saturday,6,32,101,48,99,promotion
4368,17-12-2017,Sunday,23,33,108,18,67,promotion
4369,18-12-2017,Monday,17,4,25,39,77,none
4370,19-12-2017,Tuesday,32,38,97,71,59,promotion
4371,20-12-2017,Wednesday,49,15,75,43,24,promotion
4372,21-12-2017,Thursday,1,3,63,41,13,none
4373,22-12-2017,Friday,4,17,5,3,36,none
4374,23-12-2017,Saturday,34,32,111,37,63,promotion
4375,24-12-2017,Sunday,32,52,1,19,77,none
4376,25-12-2017,Monday,7,24,81,67,36,promotion
4377,26-12-2017,Tuesday,1,26,35,2,43,none
4378,27-12-2017,Wednesday,9,28,82,19,60,none
4379,28-12-2017,Thursday,25,30,100,3,92,promotion
4380,29-12-2017,Friday,7,24,73,21,36,none
4381,30-12-2017,Saturday,12,13,94,28,58,promotion
4382,31-12-2017,Sunday,5,38,14,59,85,promotion
4383,01-01-2018,Monday,38,41,28,74,51,promotion
4384,02-01-2018,Tuesday,8,40,74,52,43,promotion
4385,03-01-2018,Wednesday,26,51,50,73,48,promotion
4386,04-01-2018,Thursday,43,13,54,27,93,promotion
4387,05-01-2018,Friday,6,58,38,69,74,promotion
4388,06-01-2018,Saturday,38,36,54,36,45,promotion
4389,07-01-2018,Sunday,5,1,102,10,29,none
4390,08-01-2018,Monday,43,31,53,11,44,none
4391,09-01-2018,Tuesday,13,18,22,25,59,none
4392,10-01-2018,Wednesday,17,51,22,42,94,promotion
4393,11-01-2018,Thursday,6,56,45,27,45,none
4394,12-01-2018,Friday,14,29,119,36,87,promotion
4395,13-01-2018,Saturday,12,49,44,21,93,promotion
4396,14-01-2018,Sunday,23,10,36,42,45,none
4397,15-01-2018,Monday,43,3,105,68,52,promotion
4398,16-01-2018,Tuesday,40,36,29,32,29,none
4399,17-01-2018,Wednesday,1,11,110,31,36,none
4400,18-01-2018,Thursday,25,29,75,58,7,none
4401,19-01-2018,Friday,49,42,89,70,42,promotion
4402,20-01-2018,Saturday,28,3,27,23,39,none
4403,21-01-2018,Sunday,31,9,5,55,45,none
4404,22-01-2018,Monday,25,45,66,57,52,promotion
4405,23-01-2018,Tuesday,29,17,26,56,37,none
4406,24-01-2018,Wednesday,25,27,25,6,1,none
4407,25-01-2018,Thursday,31,19,60,56,65,promotion
4408,26-01-2018,Friday,47,37,47,46,58,promotion
4409,27-01-2018,Saturday,33,21,37,45,16,none
4410,28-01-2018,Sunday,47,43,103,49,5,promotion
4411,29-01-2018,Monday,36,14,83,45,48,promotion
4412,30-01-2018,Tuesday,23,14,43,73,59,promotion
4413,31-01-2018,Wednesday,48,15,16,53,95,promotion
4414,01-02-2018,Thursday,9,59,41,19,32,none
4415,02-02-2018,Friday,4,33,104,39,20,none
4416,03-02-2018,Saturday,37,54,1,27,51,none
4417,04-02-2018,Sunday,15,12,13,11,98,none
4418,05-02-2018,Monday,37,48,2,3,84,none
4419,06-02-2018,Tuesday,18,49,49,56,22,none
4420,07-02-2018,Wednesday,20,59,61,26,95,promotion
4421,08-02-2018,Thursday,25,9,34,7,94,none
4422,09-02-2018,Friday,25,50,76,35,91,promotion
4423,10-02-2018,Saturday,36,45,40,68,97,promotion
4424,11-02-2018,Sunday,2,41,76,13,81,promotion
4425,12-02-2018,Monday,13,49,108,17,16,promotion
4426,13-02-2018,Tuesday,21,35,67,21,16,none
4427,14-02-2018,Wednesday,8,38,28,34,7,none
4428,15-02-2018,Thursday,23,36,85,29,31,promotion
4429,16-02-2018,Friday,45,46,1,20,60,none
4430,17-02-2018,Saturday,16,41,26,43,48,none
4431,18-02-2018,Sunday,33,58,37,55,21,promotion
4432,19-02-2018,Monday,34,11,98,31,94,promotion
4433,20-02-2018,Tuesday,14,48,1,53,22,none
4434,21-02-2018,Wednesday,2,24,99,33,61,promotion
4435,22-02-2018,Thursday,4,57,81,28,32,promotion
4436,23-02-2018,Friday,40,39,89,45,68,promotion
4437,24-02-2018,Saturday,37,5,57,48,4,none
4438,25-02-2018,Sunday,39,53,24,47,5,none
4439,26-02-2018,Monday,28,56,86,68,21,promotion
4440,27-02-2018,Tuesday,35,48,26,57,62,promotion
4441,28-02-2018,Wednesday,46,27,46,66,67,promotion
4442,01-03-2018,Thursday,39,8,17,38,12,none
4443,02-03-2018,Friday,48,53,93,68,13,promotion
4444,03-03-2018,Saturday,26,52,60,27,38,promotion
4445,04-03-2018,Sunday,17,27,20,38,9,none
4446,05-03-2018,Monday,49,26,70,25,87,promotion
4447,06-03-2018,Tuesday,10,42,13,72,44,none
4448,07-03-2018,Wednesday,26,21,3,62,41,none
4449,08-03-2018,Thursday,1,32,44,72,56,promotion
4450,09-03-2018,Friday,16,47,50,12,13,none
4451,10-03-2018,Saturday,17,56,99,41,91,promotion
4452,11-03-2018,Sunday,43,55,64,14,91,promotion
4453,12-03-2018,Monday,37,3,87,15,82,promotion
4454,13-03-2018,Tuesday,8,56,35,3,40,none
4455,14-03-2018,Wednesday,24,5,6,16,56,none
4456,15-03-2018,Thursday,41,31,32,14,4,none
4457,16-03-2018,Friday,39,29,56,42,6,none
4458,17-03-2018,Saturday,46,14,41,11,24,none
4459,18-03-2018,Sunday,38,26,84,33,49,promotion
4460,19-03-2018,Monday,38,30,39,40,46,none
4461,20-03-2018,Tuesday,5,50,59,40,42,none
4462,21-03-2018,Wednesday,35,19,57,22,43,none
4463,22-03-2018,Thursday,23,23,37,47,52,none
4464,23-03-2018,Friday,31,5,64,22,47,none
4465,24-03-2018,Saturday,34,51,88,54,54,promotion
4466,25-03-2018,Sunday,28,56,89,61,75,promotion
4467,26-03-2018,Monday,8,52,117,68,69,promotion
4468,27-03-2018,Tuesday,14,46,40,6,88,none
4469,28-03-2018,Wednesday,26,33,74,43,81,promotion
4470,29-03-2018,Thursday,38,40,109,39,62,promotion
4471,30-03-2018,Friday,32,18,63,25,14,none
4472,31-03-2018,Saturday,37,3,23,32,45,none
4473,01-04-2018,Sunday,48,29,83,17,48,promotion
4474,02-04-2018,Monday,40,57,48,25,4,none
4475,03-04-2018,Tuesday,9,28,50,47,91,promotion
4476,04-04-2018,Wednesday,19,15,59,21,35,none
4477,05-04-2018,Thursday,21,21,98,41,45,promotion
4478,06-04-2018,Friday,26,33,111,6,3,none
4479,07-04-2018,Saturday,40,56,82,11,78,promotion
4480,08-04-2018,Sunday,30,25,93,23,87,promotion
4481,09-04-2018,Monday,3,12,62,31,13,none
4482,10-04-2018,Tuesday,41,15,14,40,10,none
4483,11-04-2018,Wednesday,18,15,78,43,81,promotion
4484,12-04-2018,Thursday,41,46,26,4,4,none
4485,13-04-2018,Friday,40,45,35,49,65,promotion
4486,14-04-2018,Saturday,34,37,14,38,58,none
4487,15-04-2018,Sunday,4,9,91,36,13,none
4488,16-04-2018,Monday,27,46,34,67,35,promotion
4489,17-04-2018,Tuesday,48,54,82,5,61,promotion
4490,18-04-2018,Wednesday,25,26,57,57,1,none
4491,19-04-2018,Thursday,31,50,114,21,22,promotion
4492,20-04-2018,Friday,2,50,90,50,29,promotion
4493,21-04-2018,Saturday,43,24,118,62,66,promotion
4494,22-04-2018,Sunday,19,41,108,21,27,promotion
4495,23-04-2018,Monday,8,10,54,45,65,none
4496,24-04-2018,Tuesday,44,52,113,45,86,promotion
4497,25-04-2018,Wednesday,6,41,48,37,23,none
4498,26-04-2018,Thursday,41,46,110,66,35,promotion
4499,27-04-2018,Friday,38,26,53,13,98,promotion
4500,28-04-2018,Saturday,20,11,107,65,90,promotion
4501,29-04-2018,Sunday,35,53,101,10,72,promotion
4502,30-04-2018,Monday,22,16,94,15,12,none
4503,01-05-2018,Tuesday,37,41,71,63,86,promotion
4504,02-05-2018,Wednesday,25,40,105,48,87,promotion
4505,03-05-2018,Thursday,31,39,81,60,8,promotion
4506,04-05-2018,Friday,2,5,30,9,34,none
4507,05-05-2018,Saturday,1,34,68,54,28,none
4508,06-05-2018,Sunday,25,11,15,6,58,none
4509,07-05-2018,Monday,46,58,20,43,72,promotion
4510,08-05-2018,Tuesday,48,54,93,34,71,promotion
4511,09-05-2018,Wednesday,5,35,111,6,26,none
4512,10-05-2018,Thursday,1,3,36,36,4,none
4513,11-05-2018,Friday,37,48,36,8,9,none
4514,12-05-2018,Saturday,21,5,98,37,46,promotion
4515,13-05-2018,Sunday,5,37,64,60,79,promotion
4516,14-05-2018,Monday,6,35,10,20,83,none
4517,15-05-2018,Tuesday,15,54,38,30,60,none
4518,16-05-2018,Wednesday,23,35,94,49,72,promotion
4519,17-05-2018,Thursday,16,19,116,52,64,promotion
4520,18-05-2018,Friday,20,45,67,72,19,promotion
4521,19-05-2018,Saturday,13,6,115,51,20,promotion
4522,20-05-2018,Sunday,40,54,79,6,39,promotion
4523,21-05-2018,Monday,33,28,8,30,31,none
4524,22-05-2018,Tuesday,31,20,2,29,15,none
4525,23-05-2018,Wednesday,21,54,107,2,16,none
4526,24-05-2018,Thursday,21,17,110,69,69,promotion
4527,25-05-2018,Friday,6,36,75,51,95,promotion
4528,26-05-2018,Saturday,11,42,42,69,99,promotion
4529,27-05-2018,Sunday,25,39,15,13,12,none
4530,28-05-2018,Monday,12,29,3,40,82,none
4531,29-05-2018,Tuesday,22,12,85,24,74,promotion
4532,30-05-2018,Wednesday,7,59,93,15,34,promotion
4533,31-05-2018,Thursday,2,48,49,30,78,promotion
4534,01-06-2018,Friday,14,59,102,63,38,promotion
4535,02-06-2018,Saturday,16,58,107,47,82,promotion
4536,03-06-2018,Sunday,48,1,71,60,37,promotion
4537,04-06-2018,Monday,44,19,109,10,30,promotion
4538,05-06-2018,Tuesday,22,38,77,72,51,promotion
4539,06-06-2018,Wednesday,4,39,117,31,44,promotion
4540,07-06-2018,Thursday,30,15,71,18,25,none
4541,08-06-2018,Friday,10,12,112,68,59,promotion
4542,09-06-2018,Saturday,25,38,76,63,2,promotion
4543,10-06-2018,Sunday,37,11,23,17,56,none
4544,11-06-2018,Monday,21,24,23,32,61,none
4545,12-06-2018,Tuesday,38,8,23,1,49,none
4546,13-06-2018,Wednesday,47,24,114,37,44,promotion
4547,14-06-2018,Thursday,20,25,99,38,51,promotion
4548,15-06-2018,Friday,41,18,16,7,98,none
4549,16-06-2018,Saturday,4,17,29,11,35,none
4550,17-06-2018,Sunday,38,57,25,69,96,promotion
4551,18-06-2018,Monday,4,29,55,50,71,promotion
4552,19-06-2018,Tuesday,21,51,52,1,93,promotion
4553,20-06-2018,Wednesday,39,56,76,57,45,promotion
4554,21-06-2018,Thursday,31,22,46,11,78,none
4555,22-06-2018,Friday,34,19,42,56,46,none
4556,23-06-2018,Saturday,26,12,75,3,86,promotion
4557,24-06-2018,Sunday,42,25,8,29,58,none
4558,25-06-2018,Monday,45,26,113,70,85,promotion
4559,26-06-2018,Tuesday,23,27,38,12,83,none
4560,27-06-2018,Wednesday,38,39,83,61,64,promotion
4561,28-06-2018,Thursday,3,47,86,18,88,promotion
4562,29-06-2018,Friday,28,16,93,64,5,promotion
